Open_Time,Open_Price,Close_Time,Close_Price,Side,Symbol,Volume,Profit
10/3/23 6:12,0.5828,10/3/23 8:57,0.5801,Sell,AUDCHFx,5,1440.86
10/3/23 6:12,0.8686,10/3/23 8:57,0.8651,Sell,AUDCADx,5,1272.49
10/3/23 6:12,0.6342,10/3/23 8:57,0.6308,Sell,AUDUSDx,5,1675.00
10/3/23 6:12,1.9043,10/3/23 8:57,1.9122,Buy,GBPAUDx,5,2485.19
10/3/23 6:12,1.6508,10/3/23 8:57,1.6589,Buy,EURAUDx,5,2541.96
10/6/23 15:47,1811.53,10/6/23 18:04,1825.9,Buy,XAUUSDx,3,4311.00
10/6/23 15:47,20.917,10/6/23 18:04,21.365,Buy,XAGUSDx,3,6720.00
10/6/23 15:47,32923.82,10/6/23 15:53,32845.79,Buy,US30x,3,-2340.90
10/6/23 15:47,14566.97,10/6/23 18:04,14780.21,Buy,NAS100x,3,6397.20
10/6/23 15:47,15084.42,10/6/23 18:04,15171.06,Buy,GER40x,3,2741.22
10/6/23 17:19,32886.85,10/6/23 18:05,33110.8,Buy,US30x,3,6718.50
10/9/23 12:08,14891.49,10/9/23 12:13,14882.93,Sell,NAS100x,3,256.80
10/9/23 12:08,33293.07,10/9/23 12:13,33267.92,Sell,US30x,3,754.50
10/9/23 12:08,1850.27,10/9/23 12:10,1850.3,Sell,XAUUSDx,3,-9.00
10/9/23 12:08,15192.4,10/9/23 12:13,15181.14,Sell,GER40x,3,356.11
10/9/23 12:17,181.678,10/9/23 15:09,181.537,Buy,GBPJPYx,5,-472.66
10/9/23 12:17,157.246,10/9/23 15:09,157.062,Buy,EURJPYx,5,-616.80
10/9/23 12:17,109.197,10/9/23 14:50,109.166,Buy,CADJPYx,5,-103.93
10/9/23 12:17,163.804,10/9/23 14:14,164.018,Buy,CHFJPYx,5,717.38
10/9/23 12:18,149.122,10/9/23 14:10,149.138,Buy,USDJPYx,5,53.64
10/9/23 14:10,1850.01,10/9/23 14:40,1850.2,Buy,XAUUSDx,3,57.00
10/9/23 14:17,14858.27,10/9/23 14:40,14864.02,Buy,NAS100x,3,172.50
10/9/23 14:45,14853.07,10/9/23 15:09,14872.96,Buy,NAS100x,3,596.70
10/9/23 14:45,33227.92,10/9/23 15:09,33269.07,Buy,US30x,3,1234.50
10/9/23 14:50,15104.7,10/9/23 15:09,15110.07,Buy,GER40x,3,169.64
10/9/23 15:10,1848.95,10/9/23 15:11,1849.23,Buy,XAUUSDx,3,84.00
10/9/23 15:17,14875.22,10/9/23 15:36,14862.3,Sell,NAS100x,3,387.60
10/9/23 15:17,33276.87,10/9/23 15:36,33245.92,Sell,US30x,3,928.50
10/9/23 15:37,14856.11,10/9/23 16:34,14853.21,Buy,NAS100x,3,-87.00
10/9/23 15:37,33228.76,10/9/23 16:34,33394.12,Buy,US30x,3,4960.80
10/9/23 15:37,1847.22,10/9/23 16:34,1845.58,Buy,XAUUSDx,3,-492.00
10/9/23 15:37,15106.4,10/9/23 16:34,15131.57,Buy,GER40x,3,796.46
10/9/23 15:41,21.613,10/9/23 16:34,21.682,Buy,XAGUSDx,3,1035.00
10/9/23 16:49,33368.77,10/9/23 16:52,33349.22,Buy,US30x,2,-391.00
10/9/23 16:50,33356.85,10/9/23 16:52,33349.22,Buy,US30x,1,-76.30
10/9/23 17:43,14877.52,10/9/23 17:44,14890.19,Buy,NAS100x,3,380.10
10/9/23 17:43,33316.94,10/9/23 17:44,33343.25,Buy,US30x,3,789.30
10/9/23 17:48,15119.2,10/9/23 17:55,15113.88,Buy,GER40x,3,-168.29
10/9/23 17:49,14869.71,10/9/23 17:55,14867.31,Buy,NAS100x,3,-72.00
10/9/23 17:49,33287.12,10/9/23 17:55,33291.87,Buy,US30x,3,142.50
10/9/23 18:34,33404.66,10/9/23 18:36,33402.12,Sell,US30x,3,76.20
10/9/23 19:15,33433.89,10/9/23 19:27,33437.35,Sell,US30x,0.3,-10.38
10/9/23 19:15,33436.62,10/9/23 19:27,33437.35,Sell,US30x,0.3,-2.19
10/9/23 19:15,33440.62,10/9/23 19:27,33437.35,Sell,US30x,0.3,9.81
10/9/23 19:17,14933.54,10/9/23 19:21,14958.41,Sell,NAS100x,0.3,-74.61
10/9/23 19:18,33448.78,10/9/23 19:26,33442.22,Sell,US30x,2,131.20
10/9/23 19:21,14960.35,10/9/23 19:23,14955.87,Sell,NAS100x,3,134.40
10/9/23 19:27,33434.07,10/9/23 19:31,33435.64,Buy,US30x,0.18,2.83
10/9/23 19:29,33424.32,10/9/23 19:30,33432.22,Buy,US30x,0.18,14.22
10/10/23 8:29,33631.06,10/10/23 8:30,33632.07,Buy,US30x,0.01,0.10
10/11/23 17:51,15211.9,10/11/23 18:18,15210.11,Sell,NAS100x,3,53.70
10/11/23 17:55,15468.12,10/11/23 18:18,15461.47,Sell,GER40x,3,211.80
10/19/23 18:58,15046.67,10/19/23 19:06,15062.27,Sell,GER40x,3,-496.03
10/19/23 18:58,14929.15,10/19/23 19:06,14960.39,Sell,NAS100x,3,-937.20
10/19/23 18:58,33633.84,10/19/23 19:06,33717.87,Sell,US30x,3,-2520.90
10/19/23 18:58,6921.71,10/19/23 19:06,6925.38,Sell,FRA40x,3,-116.70
10/19/23 18:58,7499.35,10/19/23 19:06,7508.64,Sell,UK100x,3,-339.32
10/23/23 11:33,33052.82,10/23/23 11:34,33055.67,Buy,US30x,0.5,14.25
10/23/23 11:35,1.6701,10/23/23 11:35,1.6696,Buy,GBPCADx,0.5,-20.05
10/23/23 11:35,158.896,10/23/23 11:35,158.916,Buy,EURJPYx,0.5,6.67
10/24/23 16:42,33152.41,10/24/23 17:09,33195.17,Buy,US30x,3,1282.80
10/24/23 16:42,14736.13,10/24/23 17:09,14738.66,Buy,NAS100x,3,75.90
10/24/23 16:42,14842.77,10/24/23 17:09,14864.92,Buy,GER40x,3,705.07
10/24/23 16:42,7367.73,10/24/23 17:09,7387.09,Buy,UK100x,3,707.45
10/24/23 16:42,6879.43,10/24/23 17:09,6888.12,Buy,FRA40x,3,276.62
10/24/23 17:09,33195.68,10/24/23 17:20,33185.52,Sell,US30x,3,304.80
10/24/23 17:09,14738.66,10/24/23 17:20,14692.16,Sell,NAS100x,3,1395.00
10/24/23 17:09,14865.4,10/24/23 17:20,14852.77,Sell,GER40x,3,401.90
